,filename,ratio,weight,seed
659,N-be75np-250,0.05,0.55444444,4
660,N-atp134,0.05,0.55444444,4
661,N-t1d200,0.05,0.55444444,5
662,N-t1d500,0.05,0.55444444,5
663,N-t2d200,0.05,0.55444444,5
664,N-be75eec-150,0.05,0.55444444,5
665,N-be75eec-250,0.05,0.55444444,5
666,N-be75np-250,0.05,0.55444444,5
667,N-atp134,0.05,0.55444444,5
668,N-t1d200,0.05,0.55444444,6
669,N-t1d500,0.05,0.55444444,6
670,N-t2d200,0.05,0.55444444,6
671,N-be75eec-150,0.05,0.55444444,6
672,N-be75eec-250,0.05,0.55444444,6
673,N-be75np-250,0.05,0.55444444,6
674,N-t1d200,0.05,0.55444444,7
675,N-t1d500,0.05,0.55444444,7
676,N-t2d200,0.05,0.55444444,7
677,N-be75eec-150,0.05,0.55444444,7
678,N-be75eec-250,0.05,0.55444444,7
679,N-be75np-250,0.05,0.55444444,7
680,N-t1d200,0.05,0.55444444,8
681,N-t1d500,0.05,0.55444444,8
682,N-t2d200,0.05,0.55444444,8
683,N-be75eec-150,0.05,0.55444444,8
684,N-be75eec-250,0.05,0.55444444,8
685,N-be75np-250,0.05,0.55444444,8
686,N-t1d200,0.05,0.55444444,9
687,N-t1d500,0.05,0.55444444,9
688,N-t2d200,0.05,0.55444444,9
689,N-be75eec-150,0.05,0.55444444,9
690,N-be75eec-250,0.05,0.55444444,9
691,N-be75np-250,0.05,0.55444444,9
692,rec05,0.05,0.55444444,9
693,N-t1d200,0.05,0.5,0
694,N-t1d500,0.05,0.5,0
695,N-t2d200,0.05,0.5,0
696,N-be75eec-150,0.05,0.5,0
697,N-be75eec-250,0.05,0.5,0
698,N-be75np-250,0.05,0.5,0
699,N-t1d200,0.05,0.5,1
700,N-t1d500,0.05,0.5,1
701,N-t2d200,0.05,0.5,1
702,N-be75eec-150,0.05,0.5,1
703,N-be75eec-250,0.05,0.5,1
704,N-be75np-250,0.05,0.5,1
705,N-t1d200,0.05,0.5,2
706,N-t1d500,0.05,0.5,2
707,N-t2d200,0.05,0.5,2
708,N-be75eec-150,0.05,0.5,2
709,N-be75eec-250,0.05,0.5,2
710,N-be75np-250,0.05,0.5,2
711,N-atp134,0.05,0.5,2
712,N-t1d200,0.05,0.5,3
713,N-t1d500,0.05,0.5,3
714,N-t2d200,0.05,0.5,3
715,N-be75eec-150,0.05,0.5,3
716,N-be75eec-250,0.05,0.5,3
717,N-be75np-250,0.05,0.5,3
718,N-t1d150,0.05,0.5,4
719,N-t1d200,0.05,0.5,4
720,N-t1d500,0.05,0.5,4
721,N-t2d200,0.05,0.5,4
722,N-be75eec-150,0.05,0.5,4
723,N-be75eec-250,0.05,0.5,4
724,N-be75np-250,0.05,0.5,4
725,N-t1d200,0.05,0.5,5
726,N-t1d500,0.05,0.5,5
727,N-t2d200,0.05,0.5,5
728,N-be75eec-150,0.05,0.5,5
729,N-be75eec-250,0.05,0.5,5
730,N-be75np-250,0.05,0.5,5
731,N-t1d200,0.05,0.5,6
732,N-t1d500,0.05,0.5,6
733,N-t2d200,0.05,0.5,6
734,N-be75eec-150,0.05,0.5,6
735,N-be75eec-250,0.05,0.5,6
736,N-be75np-250,0.05,0.5,6
737,N-atp134,0.05,0.5,6
738,N-t1d200,0.05,0.5,7
739,N-t1d500,0.05,0.5,7
740,N-t2d200,0.05,0.5,7
741,N-be75eec-150,0.05,0.5,7
742,N-be75eec-250,0.05,0.5,7
743,N-be75np-250,0.05,0.5,7
744,N-t1d150,0.05,0.5,8
745,N-t1d200,0.05,0.5,8
746,N-t1d500,0.05,0.5,8
747,N-t2d150,0.05,0.5,8
748,N-t2d200,0.05,0.5,8
749,N-be75eec-150,0.05,0.5,8
750,N-be75eec-250,0.05,0.5,8
751,N-be75np-250,0.05,0.5,8
752,N-t1d150,0.05,0.5,9
753,N-t1d200,0.05,0.5,9
754,N-t1d500,0.05,0.5,9
755,N-t2d200,0.05,0.5,9
756,N-be75eec-150,0.05,0.5,9
757,N-be75np-150,0.05,0.5,9
758,N-be75eec-250,0.05,0.5,9
759,N-be75np-250,0.05,0.5,9
760,N-t1d200,0.1,0.93555556,0
761,N-t1d500,0.1,0.93555556,0
762,N-t2d200,0.1,0.93555556,0
763,N-be75eec-150,0.1,0.93555556,0
764,N-be75eec-250,0.1,0.93555556,0
765,N-be75np-250,0.1,0.93555556,0
766,N-t1d200,0.1,0.93555556,1
767,N-t1d500,0.1,0.93555556,1
768,N-t2d200,0.1,0.93555556,1
769,N-be75eec-150,0.1,0.93555556,1
770,N-be75np-150,0.1,0.93555556,1
771,N-be75eec-250,0.1,0.93555556,1
772,N-be75np-250,0.1,0.93555556,1
773,N-atp134,0.1,0.93555556,1
774,N-t1d150,0.1,0.93555556,2
775,N-t1d200,0.1,0.93555556,2
776,N-t1d500,0.1,0.93555556,2
777,N-t2d150,0.1,0.93555556,2
778,N-t2d200,0.1,0.93555556,2
779,N-be75eec-150,0.1,0.93555556,2
780,N-be75np-150,0.1,0.93555556,2
781,N-be75eec-250,0.1,0.93555556,2
782,N-be75np-250,0.1,0.93555556,2
783,N-t1d150,0.1,0.93555556,3
784,N-t1d200,0.1,0.93555556,3
785,N-t1d500,0.1,0.93555556,3
786,N-t2d150,0.1,0.93555556,3
787,N-t2d200,0.1,0.93555556,3
788,N-be75eec-150,0.1,0.93555556,3
789,N-be75np-150,0.1,0.93555556,3
790,N-be75eec-250,0.1,0.93555556,3
791,N-be75np-250,0.1,0.93555556,3
792,N-atp134,0.1,0.93555556,3
793,rec31,0.1,0.93555556,3
794,N-t1d150,0.1,0.93555556,4
795,N-t1d200,0.1,0.93555556,4
796,N-t1d500,0.1,0.93555556,4
797,N-t2d200,0.1,0.93555556,4
798,N-be75eec-150,0.1,0.93555556,4
799,N-be75np-150,0.1,0.93555556,4
800,N-be75eec-250,0.1,0.93555556,4
801,N-be75np-250,0.1,0.93555556,4
802,N-atp134,0.1,0.93555556,4
803,N-t1d200,0.1,0.93555556,5
804,N-t1d500,0.1,0.93555556,5
805,N-t2d150,0.1,0.93555556,5
806,N-t2d200,0.1,0.93555556,5
807,N-p50-02,0.1,0.93555556,5
808,N-be75eec-150,0.1,0.93555556,5
809,N-be75eec-250,0.1,0.93555556,5
810,N-be75np-250,0.1,0.93555556,5
811,N-atp134,0.1,0.93555556,5
812,N-t1d100,0.1,0.93555556,6
813,N-t1d150,0.1,0.93555556,6
814,N-t1d200,0.1,0.93555556,6
815,N-t1d500,0.1,0.93555556,6
816,N-t2d150,0.1,0.93555556,6
817,N-t2d200,0.1,0.93555556,6
818,N-be75eec-150,0.1,0.93555556,6
819,N-be75eec-250,0.1,0.93555556,6
820,N-be75np-250,0.1,0.93555556,6
821,N-t1d150,0.1,0.93555556,7
822,N-t1d200,0.1,0.93555556,7
823,N-t1d500,0.1,0.93555556,7
824,N-t2d200,0.1,0.93555556,7
825,N-be75eec-150,0.1,0.93555556,7
826,N-be75np-150,0.1,0.93555556,7
827,N-be75eec-250,0.1,0.93555556,7
828,N-be75np-250,0.1,0.93555556,7
829,N-atp134,0.1,0.93555556,7
830,N-t1d150,0.1,0.93555556,8
831,N-t1d200,0.1,0.93555556,8
832,N-t1d500,0.1,0.93555556,8
833,N-t2d150,0.1,0.93555556,8
834,N-t2d200,0.1,0.93555556,8
835,N-be75eec-150,0.1,0.93555556,8
836,N-be75np-150,0.1,0.93555556,8
837,N-be75eec-250,0.1,0.93555556,8
838,N-be75np-250,0.1,0.93555556,8
839,N-atp134,0.1,0.93555556,8
840,N-t1d150,0.1,0.93555556,9
841,N-t1d200,0.1,0.93555556,9
842,N-t1d500,0.1,0.93555556,9
843,N-t2d150,0.1,0.93555556,9
844,N-t2d200,0.1,0.93555556,9
845,N-be75eec-150,0.1,0.93555556,9
846,N-be75np-150,0.1,0.93555556,9
847,N-be75eec-250,0.1,0.93555556,9
848,N-be75np-250,0.1,0.93555556,9
849,N-atp134,0.1,0.93555556,9
850,N-t1d150,0.1,0.66333333,0
851,N-t1d200,0.1,0.66333333,0
852,N-t1d500,0.1,0.66333333,0
853,N-t2d150,0.1,0.66333333,0
854,N-t2d200,0.1,0.66333333,0
855,N-be75eec-150,0.1,0.66333333,0
856,N-be75eec-250,0.1,0.66333333,0
857,N-be75np-250,0.1,0.66333333,0
858,N-atp134,0.1,0.66333333,0
859,N-t1d200,0.1,0.66333333,1
860,N-t1d500,0.1,0.66333333,1
861,N-t2d150,0.1,0.66333333,1
862,N-t2d200,0.1,0.66333333,1
863,N-be75eec-150,0.1,0.66333333,1
864,N-be75eec-250,0.1,0.66333333,1
865,N-be75np-250,0.1,0.66333333,1
866,N-atp134,0.1,0.66333333,1
867,N-t1d200,0.1,0.66333333,2
868,N-t1d500,0.1,0.66333333,2
869,N-t2d200,0.1,0.66333333,2
870,N-be75eec-150,0.1,0.66333333,2
871,N-be75eec-250,0.1,0.66333333,2
872,N-be75np-250,0.1,0.66333333,2
873,N-atp134,0.1,0.66333333,2
874,N-t1d150,0.1,0.66333333,3
875,N-t1d200,0.1,0.66333333,3
876,N-t1d500,0.1,0.66333333,3
877,N-t2d150,0.1,0.66333333,3
878,N-t2d200,0.1,0.66333333,3
879,N-be75eec-150,0.1,0.66333333,3
880,N-be75eec-250,0.1,0.66333333,3
881,N-be75np-250,0.1,0.66333333,3
882,N-t1d200,0.1,0.66333333,4
883,N-t1d500,0.1,0.66333333,4
884,N-t2d200,0.1,0.66333333,4
885,N-be75eec-150,0.1,0.66333333,4
886,N-be75eec-250,0.1,0.66333333,4
887,N-be75np-250,0.1,0.66333333,4
888,N-t1d200,0.1,0.66333333,5
889,N-t1d500,0.1,0.66333333,5
890,N-t2d200,0.1,0.66333333,5
891,N-be75eec-150,0.1,0.66333333,5
892,N-be75eec-250,0.1,0.66333333,5
893,N-be75np-250,0.1,0.66333333,5
894,N-t1d200,0.1,0.66333333,6
895,N-t1d500,0.1,0.66333333,6
896,N-t2d150,0.1,0.66333333,6
897,N-t2d200,0.1,0.66333333,6
898,N-be75eec-150,0.1,0.66333333,6
899,N-be75np-150,0.1,0.66333333,6
900,N-be75eec-250,0.1,0.66333333,6
901,N-be75np-250,0.1,0.66333333,6
902,N-atp134,0.1,0.66333333,6
903,N-t1d200,0.1,0.66333333,7
904,N-t1d500,0.1,0.66333333,7
905,N-t2d200,0.1,0.66333333,7
906,N-be75eec-150,0.1,0.66333333,7
907,N-be75eec-250,0.1,0.66333333,7
908,N-be75np-250,0.1,0.66333333,7
909,N-t1d200,0.1,0.66333333,8
910,N-t1d500,0.1,0.66333333,8
911,N-t2d200,0.1,0.66333333,8
912,N-be75eec-150,0.1,0.66333333,8
913,N-be75eec-250,0.1,0.66333333,8
914,N-be75np-250,0.1,0.66333333,8
915,N-t1d200,0.1,0.66333333,9
916,N-t1d500,0.1,0.66333333,9
917,N-t2d200,0.1,0.66333333,9
918,N-be75eec-150,0.1,0.66333333,9
919,N-be75eec-250,0.1,0.66333333,9
920,N-be75np-250,0.1,0.66333333,9
921,N-atp111,0.1,0.66333333,9
922,N-t1d150,0.1,0.82666667,0
923,N-t1d200,0.1,0.82666667,0
924,N-t1d500,0.1,0.82666667,0
925,N-t2d150,0.1,0.82666667,0
926,N-t2d200,0.1,0.82666667,0
927,N-be75eec-150,0.1,0.82666667,0
928,N-be75np-150,0.1,0.82666667,0
929,N-be75eec-250,0.1,0.82666667,0
930,N-be75np-250,0.1,0.82666667,0
931,N-atp134,0.1,0.82666667,0
932,N-t1d150,0.1,0.82666667,1
933,N-t1d200,0.1,0.82666667,1
934,N-t1d500,0.1,0.82666667,1
935,N-t2d150,0.1,0.82666667,1
936,N-t2d200,0.1,0.82666667,1
937,N-be75eec-150,0.1,0.82666667,1
938,N-be75np-150,0.1,0.82666667,1
939,N-be75eec-250,0.1,0.82666667,1
940,N-be75np-250,0.1,0.82666667,1
941,N-atp134,0.1,0.82666667,1
942,N-t1d100,0.1,0.82666667,2
943,N-t1d150,0.1,0.82666667,2
944,N-t1d200,0.1,0.82666667,2
945,N-t1d500,0.1,0.82666667,2
946,N-t2d150,0.1,0.82666667,2
947,N-t2d200,0.1,0.82666667,2
948,N-be75eec-150,0.1,0.82666667,2
949,N-be75eec-250,0.1,0.82666667,2
950,N-be75np-250,0.1,0.82666667,2
951,N-t1d200,0.1,0.82666667,3
952,N-t1d500,0.1,0.82666667,3
953,N-t2d200,0.1,0.82666667,3
954,N-be75eec-150,0.1,0.82666667,3
955,N-be75eec-250,0.1,0.82666667,3
956,N-be75np-250,0.1,0.82666667,3
957,N-t1d200,0.1,0.82666667,4
958,N-t1d500,0.1,0.82666667,4
959,N-t2d200,0.1,0.82666667,4
960,N-be75eec-150,0.1,0.82666667,4
961,N-be75eec-250,0.1,0.82666667,4
962,N-be75np-250,0.1,0.82666667,4
963,N-t1d200,0.1,0.82666667,5
964,N-t1d500,0.1,0.82666667,5
965,N-t2d200,0.1,0.82666667,5
966,N-be75eec-150,0.1,0.82666667,5
967,N-be75eec-250,0.1,0.82666667,5
968,N-be75np-250,0.1,0.82666667,5
969,N-t1d200,0.1,0.82666667,6
970,N-t1d500,0.1,0.82666667,6
971,N-t2d200,0.1,0.82666667,6
972,N-be75eec-150,0.1,0.82666667,6
973,N-be75np-150,0.1,0.82666667,6
974,N-be75eec-250,0.1,0.82666667,6
975,N-be75np-250,0.1,0.82666667,6
976,N-atp134,0.1,0.82666667,6
977,N-t1d150,0.1,0.82666667,7
978,N-t1d200,0.1,0.82666667,7
979,N-t1d500,0.1,0.82666667,7
980,N-t2d150,0.1,0.82666667,7
981,N-t2d200,0.1,0.82666667,7
982,N-be75eec-150,0.1,0.82666667,7
983,N-be75np-150,0.1,0.82666667,7
984,N-be75eec-250,0.1,0.82666667,7
985,N-be75np-250,0.1,0.82666667,7
986,N-t1d200,0.1,0.82666667,8
987,N-t1d500,0.1,0.82666667,8
988,N-t2d200,0.1,0.82666667,8
989,N-be75eec-150,0.1,0.82666667,8
990,N-be75np-150,0.1,0.82666667,8
991,N-be75eec-250,0.1,0.82666667,8
992,N-be75np-250,0.1,0.82666667,8
993,N-atp111,0.1,0.82666667,8
994,N-atp134,0.1,0.82666667,8
995,N-t1d150,0.1,0.82666667,9
996,N-t1d200,0.1,0.82666667,9
997,N-t1d500,0.1,0.82666667,9
998,N-t2d200,0.1,0.82666667,9
999,N-be75eec-150,0.1,0.82666667,9
1000,N-be75eec-250,0.1,0.82666667,9
1001,N-be75np-250,0.1,0.82666667,9
1002,N-atp134,0.1,0.82666667,9
1003,N-t1d200,0.1,0.99,0
1004,N-t1d500,0.1,0.99,0
1005,N-t2d150,0.1,0.99,0
1006,N-t2d200,0.1,0.99,0
1007,N-be75eec-150,0.1,0.99,0
1008,N-be75eec-250,0.1,0.99,0
1009,N-be75np-250,0.1,0.99,0
1010,N-atp134,0.1,0.99,0
1011,N-t1d200,0.1,0.99,1
1012,N-t1d500,0.1,0.99,1
1013,N-t2d200,0.1,0.99,1
1014,N-be75eec-150,0.1,0.99,1
1015,N-be75eec-250,0.1,0.99,1
1016,N-be75np-250,0.1,0.99,1
1017,N-t1d200,0.1,0.99,2
1018,N-t1d500,0.1,0.99,2
1019,N-t2d200,0.1,0.99,2
1020,N-be75eec-150,0.1,0.99,2
1021,N-be75eec-250,0.1,0.99,2
1022,N-be75np-250,0.1,0.99,2
1023,N-atp134,0.1,0.99,2
1024,N-t1d150,0.1,0.99,3
1025,N-t1d200,0.1,0.99,3
1026,N-t1d500,0.1,0.99,3
1027,N-t2d200,0.1,0.99,3
1028,N-be75eec-150,0.1,0.99,3
1029,N-be75np-150,0.1,0.99,3
1030,N-be75eec-250,0.1,0.99,3
1031,N-be75np-250,0.1,0.99,3
1032,N-t1d200,0.1,0.99,4
1033,N-t1d500,0.1,0.99,4
1034,N-t2d150,0.1,0.99,4
1035,N-t2d200,0.1,0.99,4
1036,N-be75eec-150,0.1,0.99,4
1037,N-be75eec-250,0.1,0.99,4
1038,N-be75np-250,0.1,0.99,4
1039,N-atp134,0.1,0.99,4
1040,N-t1d200,0.1,0.99,5
1041,N-t1d500,0.1,0.99,5
1042,N-t2d150,0.1,0.99,5
1043,N-t2d200,0.1,0.99,5
1044,N-be75eec-150,0.1,0.99,5
1045,N-be75eec-250,0.1,0.99,5
1046,N-be75np-250,0.1,0.99,5
1047,N-t1d150,0.1,0.99,6
1048,N-t1d200,0.1,0.99,6
1049,N-t1d500,0.1,0.99,6
1050,N-t2d150,0.1,0.99,6
1051,N-t2d200,0.1,0.99,6
1052,N-be75eec-150,0.1,0.99,6
1053,N-be75eec-250,0.1,0.99,6
1054,N-be75np-250,0.1,0.99,6
1055,N-atp134,0.1,0.99,6
1056,N-t1d200,0.1,0.99,7
1057,N-t1d500,0.1,0.99,7
1058,N-t2d200,0.1,0.99,7
1059,N-be75eec-150,0.1,0.99,7
1060,N-be75np-150,0.1,0.99,7
1061,N-be75eec-250,0.1,0.99,7
1062,N-be75np-250,0.1,0.99,7
1063,N-atp134,0.1,0.99,7
1064,N-t1d200,0.1,0.99,8
1065,N-t1d500,0.1,0.99,8
1066,N-t2d150,0.1,0.99,8
1067,N-t2d200,0.1,0.99,8
1068,N-be75eec-150,0.1,0.99,8
1069,N-be75eec-250,0.1,0.99,8
1070,N-be75np-250,0.1,0.99,8
1071,N-atp111,0.1,0.99,8
1072,N-t1d150,0.1,0.99,9
1073,N-t1d200,0.1,0.99,9
1074,N-t1d500,0.1,0.99,9
1075,N-t2d200,0.1,0.99,9
1076,N-be75eec-150,0.1,0.99,9
1077,N-be75np-150,0.1,0.99,9
1078,N-be75eec-250,0.1,0.99,9
1079,N-be75np-250,0.1,0.99,9
1080,N-atp111,0.1,0.99,9
1081,N-atp134,0.1,0.99,9
1082,N-t1d200,0.1,0.71777778,0
1083,N-t1d500,0.1,0.71777778,0
1084,N-t2d200,0.1,0.71777778,0
1085,N-be75eec-150,0.1,0.71777778,0
1086,N-be75eec-250,0.1,0.71777778,0
1087,N-be75np-250,0.1,0.71777778,0
1088,N-atp134,0.1,0.71777778,0
1089,N-t1d150,0.1,0.71777778,1
1090,N-t1d200,0.1,0.71777778,1
1091,N-t1d500,0.1,0.71777778,1
1092,N-t2d150,0.1,0.71777778,1
1093,N-t2d200,0.1,0.71777778,1
1094,N-be75eec-150,0.1,0.71777778,1
1095,N-be75np-150,0.1,0.71777778,1
1096,N-be75eec-250,0.1,0.71777778,1
1097,N-be75np-250,0.1,0.71777778,1
1098,N-atp134,0.1,0.71777778,1
1099,N-t1d150,0.1,0.71777778,2
1100,N-t1d200,0.1,0.71777778,2
1101,N-t1d500,0.1,0.71777778,2
1102,N-t2d200,0.1,0.71777778,2
1103,N-be75eec-150,0.1,0.71777778,2
1104,N-be75eec-250,0.1,0.71777778,2
1105,N-be75np-250,0.1,0.71777778,2
1106,N-atp134,0.1,0.71777778,2
1107,N-t1d200,0.1,0.71777778,3
1108,N-t1d500,0.1,0.71777778,3
1109,N-t2d200,0.1,0.71777778,3
1110,N-be75eec-150,0.1,0.71777778,3
1111,N-be75eec-250,0.1,0.71777778,3
1112,N-be75np-250,0.1,0.71777778,3
1113,N-atp134,0.1,0.71777778,3
1114,N-t1d150,0.1,0.71777778,4
1115,N-t1d200,0.1,0.71777778,4
1116,N-t1d500,0.1,0.71777778,4
1117,N-t2d150,0.1,0.71777778,4
1118,N-t2d200,0.1,0.71777778,4
1119,N-be75eec-150,0.1,0.71777778,4
1120,N-be75eec-250,0.1,0.71777778,4
1121,N-be75np-250,0.1,0.71777778,4
1122,N-atp134,0.1,0.71777778,4
1123,N-t1d150,0.1,0.71777778,5
1124,N-t1d200,0.1,0.71777778,5
1125,N-t1d500,0.1,0.71777778,5
1126,N-t2d150,0.1,0.71777778,5
1127,N-t2d200,0.1,0.71777778,5
1128,N-be75eec-150,0.1,0.71777778,5
1129,N-be75np-150,0.1,0.71777778,5
1130,N-be75eec-250,0.1,0.71777778,5
1131,N-be75np-250,0.1,0.71777778,5
1132,N-atp111,0.1,0.71777778,5
1133,N-atp134,0.1,0.71777778,5
1134,N-t1d100,0.1,0.71777778,6
1135,N-t1d150,0.1,0.71777778,6
1136,N-t1d200,0.1,0.71777778,6
1137,N-t1d500,0.1,0.71777778,6
1138,N-t2d150,0.1,0.71777778,6
1139,N-t2d200,0.1,0.71777778,6
1140,N-be75eec-150,0.1,0.71777778,6
1141,N-be75np-150,0.1,0.71777778,6
1142,N-be75eec-250,0.1,0.71777778,6
1143,N-be75np-250,0.1,0.71777778,6
1144,N-atp111,0.1,0.71777778,6
1145,N-atp134,0.1,0.71777778,6
1146,N-t1d150,0.1,0.71777778,7
1147,N-t1d200,0.1,0.71777778,7
1148,N-t1d500,0.1,0.71777778,7
1149,N-t2d150,0.1,0.71777778,7
1150,N-t2d200,0.1,0.71777778,7
1151,N-be75eec-150,0.1,0.71777778,7
1152,N-be75np-150,0.1,0.71777778,7
1153,N-be75eec-250,0.1,0.71777778,7
1154,N-be75np-250,0.1,0.71777778,7
1155,N-t1d150,0.1,0.71777778,8
1156,N-t1d200,0.1,0.71777778,8
1157,N-t1d500,0.1,0.71777778,8
1158,N-t2d200,0.1,0.71777778,8
1159,N-be75eec-150,0.1,0.71777778,8
1160,N-be75np-150,0.1,0.71777778,8
1161,N-be75eec-250,0.1,0.71777778,8
1162,N-be75np-250,0.1,0.71777778,8
1163,N-t1d200,0.1,0.71777778,9
1164,N-t1d500,0.1,0.71777778,9
1165,N-t2d200,0.1,0.71777778,9
1166,N-be75eec-150,0.1,0.71777778,9
1167,N-be75eec-250,0.1,0.71777778,9
1168,N-be75np-250,0.1,0.71777778,9
1169,N-atp134,0.1,0.71777778,9
1170,N-t1d150,0.1,0.88111111,0
1171,N-t1d200,0.1,0.88111111,0
1172,N-t1d500,0.1,0.88111111,0
1173,N-t2d200,0.1,0.88111111,0
1174,N-be75eec-150,0.1,0.88111111,0
1175,N-be75eec-250,0.1,0.88111111,0
1176,N-be75np-250,0.1,0.88111111,0
1177,N-t1d200,0.1,0.88111111,1
1178,N-t1d500,0.1,0.88111111,1
1179,N-t2d200,0.1,0.88111111,1
1180,N-be75eec-150,0.1,0.88111111,1
1181,N-be75eec-250,0.1,0.88111111,1
1182,N-be75np-250,0.1,0.88111111,1
1183,N-t1d150,0.1,0.88111111,2
1184,N-t1d200,0.1,0.88111111,2
1185,N-t1d500,0.1,0.88111111,2
1186,N-t2d150,0.1,0.88111111,2
1187,N-t2d200,0.1,0.88111111,2
1188,N-be75eec-150,0.1,0.88111111,2
1189,N-be75eec-250,0.1,0.88111111,2
1190,N-be75np-250,0.1,0.88111111,2
1191,N-t1d200,0.1,0.88111111,3
1192,N-t1d500,0.1,0.88111111,3
1193,N-t2d150,0.1,0.88111111,3
1194,N-t2d200,0.1,0.88111111,3
1195,N-be75eec-150,0.1,0.88111111,3
1196,N-be75eec-250,0.1,0.88111111,3
1197,N-be75np-250,0.1,0.88111111,3
1198,N-t1d200,0.1,0.88111111,4
1199,N-t1d500,0.1,0.88111111,4
1200,N-t2d200,0.1,0.88111111,4
1201,N-be75eec-150,0.1,0.88111111,4
1202,N-be75eec-250,0.1,0.88111111,4
1203,N-be75np-250,0.1,0.88111111,4
1204,N-atp134,0.1,0.88111111,4
1205,N-t1d200,0.1,0.88111111,5
1206,N-t1d500,0.1,0.88111111,5
1207,N-t2d150,0.1,0.88111111,5
1208,N-t2d200,0.1,0.88111111,5
1209,N-be75eec-150,0.1,0.88111111,5
1210,N-be75eec-250,0.1,0.88111111,5
1211,N-be75np-250,0.1,0.88111111,5
1212,N-atp134,0.1,0.88111111,5
1213,N-t1d200,0.1,0.88111111,6
1214,N-t1d500,0.1,0.88111111,6
1215,N-t2d200,0.1,0.88111111,6
1216,N-be75eec-150,0.1,0.88111111,6
1217,N-be75eec-250,0.1,0.88111111,6
1218,N-be75np-250,0.1,0.88111111,6
1219,N-atp134,0.1,0.88111111,6
1220,N-t1d150,0.1,0.88111111,7
1221,N-t1d200,0.1,0.88111111,7
1222,N-t1d500,0.1,0.88111111,7
1223,N-t2d200,0.1,0.88111111,7
1224,N-be75eec-150,0.1,0.88111111,7
1225,N-be75eec-250,0.1,0.88111111,7
1226,N-be75np-250,0.1,0.88111111,7
1227,N-atp134,0.1,0.88111111,7
1228,N-t1d200,0.1,0.88111111,8
1229,N-t1d500,0.1,0.88111111,8
1230,N-t2d150,0.1,0.88111111,8
1231,N-t2d200,0.1,0.88111111,8
1232,N-be75eec-150,0.1,0.88111111,8
1233,N-be75eec-250,0.1,0.88111111,8
1234,N-be75np-250,0.1,0.88111111,8
1235,N-atp134,0.1,0.88111111,8
1236,N-t1d150,0.1,0.88111111,9
1237,N-t1d200,0.1,0.88111111,9
1238,N-t1d500,0.1,0.88111111,9
1239,N-t2d150,0.1,0.88111111,9
1240,N-t2d200,0.1,0.88111111,9
1241,N-be75eec-150,0.1,0.88111111,9
1242,N-be75eec-250,0.1,0.88111111,9
1243,N-be75np-250,0.1,0.88111111,9
1244,N-atp134,0.1,0.88111111,9
1245,N-t1d200,0.1,0.77222222,0
1246,N-t1d500,0.1,0.77222222,0
1247,N-t2d200,0.1,0.77222222,0
1248,N-be75eec-150,0.1,0.77222222,0
1249,N-be75eec-250,0.1,0.77222222,0
1250,N-be75np-250,0.1,0.77222222,0
1251,N-t1d200,0.1,0.77222222,1
1252,N-t1d500,0.1,0.77222222,1
1253,N-t2d200,0.1,0.77222222,1
1254,N-be75eec-150,0.1,0.77222222,1
1255,N-be75eec-250,0.1,0.77222222,1
1256,N-be75np-250,0.1,0.77222222,1
1257,N-t1d200,0.1,0.77222222,2
1258,N-t1d500,0.1,0.77222222,2
1259,N-t2d150,0.1,0.77222222,2
1260,N-t2d200,0.1,0.77222222,2
1261,N-be75eec-150,0.1,0.77222222,2
1262,N-be75np-150,0.1,0.77222222,2
1263,N-be75eec-250,0.1,0.77222222,2
1264,N-be75np-250,0.1,0.77222222,2
1265,N-t1d200,0.1,0.77222222,3
1266,N-t1d500,0.1,0.77222222,3
1267,N-t2d200,0.1,0.77222222,3
1268,N-be75eec-150,0.1,0.77222222,3
1269,N-be75eec-250,0.1,0.77222222,3
1270,N-be75np-250,0.1,0.77222222,3
1271,N-atp134,0.1,0.77222222,3
1272,N-t1d200,0.1,0.77222222,4
1273,N-t1d500,0.1,0.77222222,4
1274,N-t2d150,0.1,0.77222222,4
1275,N-t2d200,0.1,0.77222222,4
1276,N-be75eec-150,0.1,0.77222222,4
1277,N-be75np-150,0.1,0.77222222,4
1278,N-be75eec-250,0.1,0.77222222,4
1279,N-be75np-250,0.1,0.77222222,4
1280,N-t1d200,0.1,0.77222222,5
1281,N-t1d500,0.1,0.77222222,5
1282,N-t2d200,0.1,0.77222222,5
1283,N-be75eec-150,0.1,0.77222222,5
1284,N-be75eec-250,0.1,0.77222222,5
1285,N-be75np-250,0.1,0.77222222,5
1286,N-atp134,0.1,0.77222222,5
1287,N-t1d150,0.1,0.77222222,6
1288,N-t1d200,0.1,0.77222222,6
1289,N-t1d500,0.1,0.77222222,6
1290,N-t2d200,0.1,0.77222222,6
1291,N-be75eec-150,0.1,0.77222222,6
1292,N-be75np-150,0.1,0.77222222,6
1293,N-be75eec-250,0.1,0.77222222,6
1294,N-be75np-250,0.1,0.77222222,6
1295,N-atp134,0.1,0.77222222,6
1296,N-t1d200,0.1,0.77222222,7
1297,N-t1d500,0.1,0.77222222,7
1298,N-t2d200,0.1,0.77222222,7
1299,N-be75eec-150,0.1,0.77222222,7
1300,N-be75eec-250,0.1,0.77222222,7
1301,N-be75np-250,0.1,0.77222222,7
1302,N-t1d200,0.1,0.77222222,8
1303,N-t1d500,0.1,0.77222222,8
1304,N-t2d200,0.1,0.77222222,8
